iter	Logloss
385	0.05273722148
386	0.05266326558
387	0.0521644983
388	0.05182750204
389	0.05140250338
390	0.05134772119
391	0.05114381654
392	0.05106570818
393	0.05094842783
394	0.05085599666
395	0.05067261395
396	0.05060633179
397	0.05048385116
398	0.05009679477
399	0.05003566214
400	0.04990729568
401	0.04957330598
402	0.04955502915
403	0.04949280742
404	0.04927517431
405	0.0491269979
406	0.04896904938
407	0.04894848544
408	0.04873709589
409	0.04866566605
410	0.04856980945
411	0.04852031575
412	0.04822716549
413	0.0481309952
414	0.04800915087
415	0.0478026785
416	0.04756664822
417	0.04753626751
418	0.04728670936
419	0.04727008773
420	0.04725161878
421	0.0471710151
422	0.04712665005
423	0.04698627177
424	0.04679802747
425	0.04674151046
426	0.04660990077
427	0.04645603765
428	0.04619861189
429	0.04612957844
430	0.04603562852
431	0.04581673767
432	0.04546899815
433	0.04526370219
434	0.04519473026
435	0.04496192435
436	0.04471038805
437	0.04450898491
438	0.04430656707
439	0.04426812818
440	0.04417336915
441	0.04413565236
442	0.04367886745
443	0.0436380401
444	0.04358078773
445	0.04334934257
446	0.04319665223
447	0.04315324733
448	0.04302526399
449	0.04302524743
450	0.04280489457
451	0.04257052557
452	0.04252823946
453	0.042457088
454	0.04207100331
455	0.04189062362
456	0.04183764047
457	0.04179343069
458	0.04175418992
459	0.04167490812
460	0.04138908337
461	0.04117173057
462	0.04114947226
463	0.04100738154
464	0.04067172996
465	0.0406180324
466	0.04058736155
467	0.03986055146
468	0.03968350036
469	0.03963355141
470	0.03936568184
471	0.03931275047
472	0.03922216985
473	0.0387199968
474	0.03859371074
475	0.03828526573
476	0.03808769862
477	0.03800290472
478	0.03793078618
479	0.03759837303
480	0.03727113358
481	0.03719855702
482	0.0370194469
483	0.03687401472
484	0.03663193718
485	0.03643508813
486	0.03636118134
487	0.03632465406
488	0.03627772011
489	0.03617176693
490	0.03613393271
491	0.03611341055
492	0.03594090166
493	0.0357435645
494	0.03549464689
495	0.03533809226
496	0.03520564164
497	0.03516568406
498	0.03508765449
499	0.03505719861
500	0.03497244269
501	0.03488350237
502	0.03486094546
503	0.03477538846
504	0.03453462585
505	0.03440420308
506	0.03423783272
507	0.03400519463
508	0.03394156949
509	0.03380381785
510	0.03373337246
511	0.03372006654
512	0.03363635328
513	0.03338199922
514	0.03311609541
515	0.03289244599
516	0.03271657023
517	0.03270844845
518	0.03247229358
519	0.03229833021
520	0.03227289735
521	0.03199495189
522	0.03189581778
523	0.03166744433
524	0.03157356155
525	0.03137293658
526	0.03123671068
527	0.03118768908
528	0.03114425023
529	0.03092108154
530	0.03067309773
531	0.03066224701
532	0.03063581439
533	0.03056552861
534	0.03055855469
535	0.0304451029
536	0.0304220558
537	0.03036700354
538	0.03034661724
539	0.03033724026
540	0.03030688156
541	0.03019530442
542	0.03012661347
543	0.03011473009
544	0.03006434006
545	0.03003565309
546	0.03003285755
547	0.03000386607
548	0.02993445999
549	0.02990616426
550	0.02989279438
551	0.02988140558
552	0.02986662471
553	0.02979439947
554	0.02976877423
555	0.0297384132
556	0.02961473938
557	0.02959616417
558	0.02934980509
559	0.02934327981
560	0.02906082935
561	0.02899968705
562	0.02894442974
563	0.02891507091
564	0.02884630033
565	0.02878404472
566	0.02876077688
567	0.02869894225
568	0.02867818575
569	0.02860593069
570	0.02850208313
571	0.02847634533
572	0.0284255881
573	0.02841028584
574	0.02839154277
575	0.0283262958
576	0.02828890773
577	0.02823537226
578	0.02818084131
579	0.02814579731
580	0.02808564384
581	0.02801412327
582	0.02797846712
583	0.02786718002
584	0.02781482572
585	0.02775853487
586	0.02769444558
587	0.02766135821
588	0.02760610416
589	0.02758122116
590	0.02757105396
591	0.02746942818
592	0.0273639575
593	0.02735179337
594	0.02734455605
595	0.02729697455
596	0.02722938553
597	0.02716539459
598	0.02692378387
599	0.02689803843
600	0.02687528984
601	0.02686263894
602	0.02674101401
603	0.0267233973
604	0.0266727296
605	0.02666924023
606	0.02666914443
607	0.02657133841
608	0.02652926935
609	0.0264361283
610	0.02641582837
611	0.02636880526
612	0.02631106685
613	0.02621960501
614	0.02621003314
615	0.02617070648
616	0.02614500478
617	0.02607694151
618	0.02604887892
619	0.02603678542
620	0.02603678542
621	0.02601730403
622	0.02596968231
623	0.02589979254
624	0.02584720508
625	0.02584719536
626	0.02565520203
627	0.02565518173
628	0.02563485153
629	0.02561956605
630	0.02553684406
631	0.02553683975
632	0.025510359
633	0.02548909157
634	0.02547880153
635	0.02546296703
636	0.0254463016
637	0.02530415661
638	0.02519859664
639	0.02515683215
640	0.02512040312
641	0.02501646587
642	0.02492178033
643	0.02486240697
644	0.02483696377
645	0.0247996539
646	0.02479952466
647	0.02477759406
648	0.02473181358
649	0.02464016442
650	0.02462800768
651	0.0246046315
652	0.02454031635
653	0.02450061191
654	0.02437192513
655	0.02423992667
656	0.02418155043
657	0.02412163858
658	0.02397478608
659	0.02393643157
660	0.02386955081
661	0.02384034452
662	0.0236187135
663	0.02355744496
664	0.02349165619
665	0.02347513116
666	0.02344827671
667	0.02340929738
668	0.02338906724
669	0.02335361948
670	0.02335359734
671	0.02311966153
672	0.02310676756
673	0.02305369128
674	0.02301868302
675	0.0230125957
676	0.0230031036
677	0.02299607871
678	0.02293690511
679	0.02291947777
680	0.02284450271
681	0.02280402492
682	0.02276975983
683	0.02270098349
684	0.02267793349
685	0.02240983281
686	0.02237082751
687	0.02235509615
688	0.02226499649
689	0.0222523094
690	0.02222687234
691	0.02215952682
692	0.02212103863
693	0.02204907505
694	0.02196364531
695	0.02195748496
696	0.02192554878
697	0.02192552108
698	0.02181951138
699	0.02172758837
700	0.02170877556
701	0.02165343511
702	0.02163386778
703	0.02155919192
704	0.02154341612
705	0.02143575229
706	0.02143575229
707	0.02140433556
708	0.02132179542
709	0.02130029027
710	0.0212805034
711	0.02126216585
712	0.02121196798
713	0.02116161497
714	0.02115890933
715	0.0210612212
716	0.0210428591
717	0.02099431354
718	0.02094794642
719	0.02091259947
720	0.02077861176
721	0.02074687971
722	0.0207468144
723	0.02074291429
724	0.02071134256
725	0.02068593047
726	0.02065662193
727	0.02053591977
728	0.02050003666
729	0.02046132542
730	0.02043223536
731	0.02042592419
732	0.02040276342
733	0.02037808876
734	0.02035338446
735	0.02034162958
736	0.02032277896
737	0.02027010069
738	0.02010340517
739	0.02006728712
740	0.02002678519
741	0.01999992871
742	0.01998888077
743	0.01997039142
744	0.01995668819
745	0.01980034699
746	0.01971373665
747	0.01968366598
748	0.01965621412
749	0.0196053559
750	0.01958143515
751	0.01951278512
752	0.01946767558
753	0.01946423328
754	0.01944733027
755	0.01934938887
756	0.01928129884
757	0.01926764206
758	0.01924566872
759	0.01921771396
760	0.01919580153
761	0.01915789539
762	0.01912201533
763	0.01907523775
764	0.01907204706
765	0.01902052671
766	0.01900229911
767	0.01899275321
768	0.01899274621
769	0.01892256637
770	0.0189056101
771	0.01886538429
772	0.01882355964
773	0.01879518048
774	0.01879510991
775	0.01873943835
776	0.01872061578
777	0.01869635436
778	0.01864537
779	0.01861488166
780	0.01860473921
781	0.01857573787
782	0.01856129522
783	0.01854722695
784	0.01853119757
785	0.01853116059
786	0.01852161571
787	0.01848990186
788	0.01844858433
789	0.01836381858
790	0.01834308528
791	0.01831010519
792	0.0182853542
793	0.01828111968
794	0.01818104159
795	0.01817244904
796	0.01817241553
797	0.0181305311
798	0.01812181006
799	0.01804776766
800	0.01802732441
801	0.01800306809
802	0.0179951024
803	0.0179555538
804	0.01793441436
805	0.0178733069
806	0.01786000036
807	0.01772833206
808	0.01756206554
809	0.01754067081
810	0.01753043441
811	0.01737754211
812	0.01736866569
813	0.01733832024
814	0.01728561214
815	0.01727110806
816	0.01723441513
817	0.01708079896
818	0.0170289417
819	0.01700297649
820	0.01699984008
821	0.01699204371
822	0.01693930778
823	0.0168981577
824	0.0168323174
825	0.01678729332
826	0.01677423549
827	0.01677422587
828	0.01675454552
829	0.01675451777
830	0.01671215343
831	0.0166762802
832	0.01667625393
833	0.01663113346
834	0.0166239819
835	0.01656615904
836	0.01654072296
837	0.01651019092
838	0.01644945642
839	0.0164136075
840	0.01636647463
841	0.01636022416
842	0.01633883357
843	0.01631651877
844	0.01628110825
845	0.01626128421
846	0.01626122701
847	0.01624015288
848	0.01623195562
849	0.01621845376
850	0.01619892838
851	0.01619892437
852	0.01618631883
853	0.01612704301
854	0.0160694094
855	0.0160694061
856	0.01600577474
857	0.01598000183
858	0.01596103849
859	0.01594088851
860	0.01594088455
861	0.01594084793
862	0.01593851561
863	0.01591100611
864	0.01587410091
865	0.01582194642
866	0.01579411521
867	0.01578497213
868	0.01575435701
869	0.01574128903
870	0.01570395154
871	0.01570222229
872	0.01569026777
873	0.01567825694
874	0.01567823833
875	0.01567576369
876	0.01567570753
877	0.0156254191
878	0.01558164203
879	0.01553171249
880	0.01551853905
881	0.01550150914
882	0.01540072977
883	0.01532382455
884	0.01530285147
885	0.01529519171
886	0.01522838257
887	0.01520770499
888	0.01518572958
889	0.01517835616
890	0.01508469022
891	0.01506583534
892	0.0150406979
893	0.01501474788
894	0.01499346536
895	0.01497778145
896	0.01496026567
897	0.01488517024
898	0.01482688646
899	0.01478316611
900	0.01475872139
901	0.01471249537
902	0.01466937826
903	0.01464847401
904	0.0145781401
905	0.01453612607
906	0.01449380568
907	0.01446851293
908	0.01442774272
909	0.01441439035
910	0.0143559108
911	0.01433481187
912	0.01428787486
913	0.01423817811
914	0.01423814426
915	0.01419916046
916	0.01417770265
917	0.0141208561
918	0.01409500546
919	0.01405275633
920	0.01402156125
921	0.01401347205
922	0.01398894335
923	0.01397390681
924	0.01397360138
925	0.01394987574
926	0.0138883563
927	0.01378748793
928	0.01374638733
929	0.01374072033
930	0.01374069749
931	0.01374063074
932	0.01366215553
933	0.01360850031
934	0.01356716945
935	0.01350916604
936	0.01340342152
937	0.0134034002
938	0.01333861047
939	0.01331189775
940	0.01331186466
941	0.01327699633
942	0.01324274394
943	0.0132120728
944	0.01316497123
945	0.01309614362
946	0.01307149511
947	0.01307149138
948	0.01302078991
949	0.01299662999
950	0.01297262726
951	0.01294738396
952	0.01292887435
953	0.0129129801
954	0.01291200088
955	0.0128930307
956	0.01286960735
957	0.01286954881
958	0.01286328444
959	0.0128171266
960	0.01279069082
961	0.01278128766
962	0.01276220953
963	0.01276220735
964	0.01272892404
965	0.01272117927
966	0.01271128443
967	0.01269675514
968	0.01265890305
969	0.0126588822
970	0.01265887722
971	0.01262612462
972	0.01258750647
973	0.01253681089
974	0.0125368019
975	0.01249066787
976	0.01247269111
977	0.01242451608
978	0.01242215044
979	0.01239733846
980	0.0123973299
981	0.01237313408
982	0.01235327986
983	0.01233743677
984	0.01232706597
985	0.01229990867
986	0.0122998725
987	0.01229980608
988	0.01229970817
989	0.0122996999
990	0.01228240587
991	0.01224201675
992	0.01224097996
993	0.01224094876
994	0.01224093396
995	0.0122408685
996	0.01222351702
997	0.01220418084
998	0.01220412685
999	0.01220405261
1000	0.01220404532
1001	0.01220402659
1002	0.01218459616
1003	0.01218459435
1004	0.01218458036
1005	0.01216829455
1006	0.01211699054
1007	0.01211698155
1008	0.01203863348
1009	0.01201210572
1010	0.01200671751
1011	0.01200670999
1012	0.01200667348
1013	0.0120066692
1014	0.01199531601
1015	0.0119884074
1016	0.01196715782
1017	0.01195627117
1018	0.01194237682
1019	0.01190911542
1020	0.01189720029
1021	0.01188253646
1022	0.01188188983
1023	0.01188188983
1024	0.01188184254
1025	0.01188137061
1026	0.0118813506
1027	0.01188133881
1028	0.01187727707
1029	0.01187727343
1030	0.0118732612
1031	0.01186561441
1032	0.01184102809
1033	0.01183704125
1034	0.01183289946
1035	0.01182343446
1036	0.01180574724
1037	0.01177280115
1038	0.01175961136
1039	0.01175959385
1040	0.0117595863
1041	0.01175043623
1042	0.01175042032
1043	0.01175040659
1044	0.01175037489
1045	0.0117503663
1046	0.01175033851
1047	0.01172309214
1048	0.0117164349
1049	0.0116943961
1050	0.01169438801
1051	0.01163252028
1052	0.01163250829
1053	0.0115769366
1054	0.0115769293
1055	0.01157539307
1056	0.01155465358
1057	0.01152305714
1058	0.01152257421
1059	0.01149114729
1060	0.01144036595
1061	0.01144003239
1062	0.0114161159
1063	0.01141610994
1064	0.01141603683
1065	0.01141376745
1066	0.01141073282
1067	0.01139582119
1068	0.01139581071
1069	0.01139577372
1070	0.01139574414
1071	0.0113840451
1072	0.01138404057
1073	0.01131337655
1074	0.01130743073
1075	0.01130742968
1076	0.01130741837
1077	0.01130715724
1078	0.01128189218
1079	0.01127502022
1080	0.01127478124
1081	0.01127227043
1082	0.01127226949
1083	0.01125742655
1084	0.01125698903
1085	0.01125189484
1086	0.011241792
1087	0.01123422168
1088	0.01123416631
1089	0.01122989513
1090	0.01122988128
1091	0.01122986743
1092	0.01122986397
1093	0.01122103202
1094	0.01122102261
1095	0.01122100535
1096	0.01122096363
1097	0.01120768593
1098	0.01120694634
1099	0.01120077478
1100	0.01116144883
1101	0.01114908601
1102	0.01113692341
1103	0.01111123564
1104	0.01109515856
1105	0.01109515547
1106	0.01108353598
1107	0.01106550343
1108	0.01105227315
1109	0.01102605403
1110	0.01102600653
1111	0.01100977212
1112	0.01099147251
1113	0.01096240904
1114	0.01096240109
1115	0.01096239889
1116	0.01095782629
1117	0.01095751273
1118	0.0109504942
1119	0.0109289516
1120	0.01092894268
1121	0.01092889869
1122	0.01092805658
1123	0.01092804834
1124	0.01092804834
1125	0.01092804799
1126	0.0109201959
1127	0.01092019482
1128	0.01089907316
1129	0.01088384788
1130	0.01086765811
1131	0.01085382067
1132	0.01085380416
1133	0.01083581848
1134	0.01083573832
1135	0.01080999198
1136	0.01079468562
1137	0.0107946473
1138	0.01079463321
1139	0.01079462533
1140	0.0107946225
1141	0.01079450108
1142	0.0107944495
1143	0.010794446
1144	0.01079444162
1145	0.01079442688
1146	0.01079175811
1147	0.01077874974
1148	0.01076902505
1149	0.01076901927
1150	0.01076883805
1151	0.01076875834
1152	0.01076202822
1153	0.01076105829
1154	0.01076104404
1155	0.01073240966
1156	0.0107190384
1157	0.0107190384
1158	0.01066496131
1159	0.01066494664
1160	0.01066494382
1161	0.01065406054
1162	0.0106188529
1163	0.01060806622
1164	0.01060804535
1165	0.0106061079
1166	0.01060609922
1167	0.01060084024
1168	0.01058954369
1169	0.01058953897
1170	0.01058913332
1171	0.010589091
1172	0.01058897718
1173	0.01058891718
1174	0.01058889182
1175	0.01058887555
1176	0.01058395226
1177	0.01057136758
1178	0.0105713597
1179	0.0105452251
1180	0.0105353118
1181	0.01053229683
1182	0.0105114987
1183	0.01049323393
1184	0.01049321112
1185	0.01049318652
1186	0.01049079778
1187	0.01049077447
1188	0.01049076433
1189	0.01049068872
1190	0.01049068301
1191	0.01049066275
1192	0.01046327109
1193	0.0104543018
1194	0.01045415838
1195	0.01043565522
1196	0.01043561991
1197	0.01041677532
1198	0.01035957253
1199	0.01035042832
1200	0.0103503772
1201	0.0103428809
1202	0.0103328209
1203	0.01033277457
1204	0.01033274868
1205	0.01033273768
1206	0.01033259949
1207	0.0103166085
1208	0.01030696836
1209	0.01030683088
1210	0.01030653009
1211	0.010293534
1212	0.01029339954
1213	0.01025565227
1214	0.01025553776
1215	0.01023342219
1216	0.01020594905
1217	0.0101946014
1218	0.0101750469
1219	0.01017493934
1220	0.01017491926
1221	0.01015704319
1222	0.01011178261
1223	0.0101116894
1224	0.01007636308
1225	0.01004096214
1226	0.0100116299
1227	0.009989775305
1228	0.009989736131
1229	0.009955948114
1230	0.009948395918
1231	0.009948374755
1232	0.009935876878
1233	0.009935850376
1234	0.009935845546
1235	0.009919876726
1236	0.009919874521
1237	0.009919863268
1238	0.009897047509
1239	0.009897020245
1240	0.009897015081
1241	0.00989678587
1242	0.009884553611
1243	0.009884473733
1244	0.009884468365
1245	0.009884463009
1246	0.009884441671
1247	0.009884420323
1248	0.009881608793
1249	0.009881549466
1250	0.009850735441
1251	0.009799479258
1252	0.009788876473
1253	0.009779591817
1254	0.009779580434
1255	0.009779569104
1256	0.009779562678
1257	0.009779552322
1258	0.009779517084
1259	0.009779515673
1260	0.009765818997
1261	0.009749867105
1262	0.00973767332
1263	0.009714816036
1264	0.009691027237
1265	0.009657788751
1266	0.009634791334
1267	0.009617266672
1268	0.009617224563
1269	0.009617199455
1270	0.009617185471
1271	0.009617132796
1272	0.00961712783
1273	0.00961712783
1274	0.00961712783
1275	0.009617052104
1276	0.009617033612
1277	0.009616897829
1278	0.009616890971
1279	0.009606565956
1280	0.00960655532
1281	0.009604559543
1282	0.009604557895
1283	0.009572298541
1284	0.009572276953
1285	0.009572276953
1286	0.009538212186
1287	0.009526265668
1288	0.009514441648
1289	0.009514441133
1290	0.009514438272
1291	0.009511060038
1292	0.009510888994
1293	0.009503050796
1294	0.009502740585
1295	0.009502716306
1296	0.009502715212
1297	0.009494549085
1298	0.009477596151
1299	0.009477593951
1300	0.009472339223
1301	0.009442746145
1302	0.009442739297
1303	0.009442720309
1304	0.009442715747
1305	0.009442700437
1306	0.009421507499
1307	0.009396611858
1308	0.009396611858
1309	0.009396587781
1310	0.009396580113
1311	0.009396539631
1312	0.009390240547
1313	0.0093901893
1314	0.009390168078
1315	0.009372721629
1316	0.009372721094
1317	0.00937270816
1318	0.009372456391
1319	0.009372233819
1320	0.009372232939
1321	0.009372207265
1322	0.009371748875
1323	0.009371738236
1324	0.009356289685
1325	0.009356224136
1326	0.009356221141
1327	0.009356213235
1328	0.009356206884
1329	0.009356196584
1330	0.009356190634
1331	0.009356184632
1332	0.009356147203
1333	0.009356017661
1334	0.009355973897
1335	0.009355959976
1336	0.009355958068
1337	0.009348111185
1338	0.009348108247
1339	0.009347932509
1340	0.009347886782
1341	0.00934776776
1342	0.009347766454
1343	0.00934776311
1344	0.009347635458
1345	0.009347569805
1346	0.009347561928
1347	0.009347130815
1348	0.009345212331
1349	0.009344544046
1350	0.00934453685
1351	0.009344086566
1352	0.009344082847
1353	0.009344078303
1354	0.009344073767
1355	0.009344048846
1356	0.009344037247
1357	0.009344014071
1358	0.009344009545
1359	0.009343894268
1360	0.009343880399
1361	0.009343844676
1362	0.009343798726
1363	0.009343793484
1364	0.009343782557
1365	0.009343777113
1366	0.009343771603
1367	0.009343766106
1368	0.009343760867
1369	0.009343732198
1370	0.009343726712
1371	0.009343491949
1372	0.009343481017
1373	0.009343456023
1374	0.009343420371
1375	0.00934333559
1376	0.009340632896
1377	0.009340624076
1378	0.009338920024
1379	0.009338909021
1380	0.009296983608
1381	0.009296980733
1382	0.009296813096
1383	0.009296810676
1384	0.009296644719
1385	0.009296621501
1386	0.009296457452
1387	0.009296321983
1388	0.009296316457
1389	0.009296272356
1390	0.009296269732
1391	0.009296248805
1392	0.009296244561
1393	0.009296144069
1394	0.009296125535
1395	0.009296107898
1396	0.009296053796
1397	0.00929602969
1398	0.009296026691
1399	0.009296026352
1400	0.009296020703
1401	0.009296018114
1402	0.009259420886
1403	0.009256244744
1404	0.009256238997
1405	0.009244892233
1406	0.009244891541
1407	0.009243505711
1408	0.009243500125
1409	0.009243432143
1410	0.00921126475
1411	0.009211260818
1412	0.009211216911
1413	0.009211211437
1414	0.009211206901
1415	0.009211202508
1416	0.009211194743
1417	0.009211170303
1418	0.009211163995
1419	0.009211158522
1420	0.009211153062
1421	0.009211145853
1422	0.009211136858
1423	0.009211134136
1424	0.00920975469
1425	0.009209735579
1426	0.0092097245
1427	0.009209723122
1428	0.009209720363
1429	0.00919657046
1430	0.009196548588
1431	0.009196389222
1432	0.009193769068
1433	0.00919346038
1434	0.009193202104
1435	0.009193130684
1436	0.009193060554
1437	0.009193053628
1438	0.009192732562
1439	0.009166494833
1440	0.009163337255
1441	0.009152212293
1442	0.009152201842
1443	0.009152194792
1444	0.009152147805
1445	0.009130443675
1446	0.009130438892
1447	0.009130436629
1448	0.00913039872
1449	0.009130343701
1450	0.009130312036
1451	0.009130301899
1452	0.009119343237
1453	0.009119313377
1454	0.009107614625
1455	0.009107023202
1456	0.009074323239
1457	0.00907428322
1458	0.009074275148
1459	0.009074273451
1460	0.009074259889
1461	0.009074258606
1462	0.00907424816
1463	0.009074243283
1464	0.009073960592
1465	0.009073951849
1466	0.009073935763
1467	0.009073817151
1468	0.009073793908
1469	0.009073790184
1470	0.009073789951
1471	0.009073783165
1472	0.009073774506
1473	0.009073736491
1474	0.009073616968
1475	0.009073594959
1476	0.009073572695
1477	0.009073278396
1478	0.009073268928
1479	0.009073258227
1480	0.009073253321
1481	0.009073231837
1482	0.009073226639
1483	0.009057299783
1484	0.009057272154
1485	0.009057222176
1486	0.009057221227
1487	0.009057210849
1488	0.009056541722
1489	0.009056540516
1490	0.009056535649
1491	0.009056527543
1492	0.009056522727
1493	0.009056245829
1494	0.009056242361
1495	0.009056239961
1496	0.009056234881
1497	0.009056212636
1498	0.009056207124
1499	0.009056201612
1500	0.009056187439
